id,attribute_id,lookup_id,type_of_assessment,schema_version,lookup_key,lookup_value,attribute_name,parent_name
2045,12,2045,RdSAP,RdSAP-Schema-NI-18.0,10,"Fitting draught proofing, strips of insulation around windows and doors, will improve the comfort in the home. A contractor can be employed but draught proofing can be installed by a competent DIY enthusiast.",improvement_description,
2046,12,2046,RdSAP,RdSAP-Schema-NI-18.0,11,"The heating system would benefit from a programmer and room thermostat to enable the boiler to switch off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except one – the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2047,12,2047,RdSAP,RdSAP-Schema-NI-18.0,12,"A room thermostat will increase the efficiency of the heating system by enabling the boiler to switch off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except for the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2048,12,2048,RdSAP,RdSAP-Schema-NI-18.0,13,"Thermostatic radiator valves allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves. Thermostatic radiator valves should be fitted to every radiator except the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2049,12,2049,RdSAP,RdSAP-Schema-NI-18.0,14,The heating system should have a room thermostat to enable the boiler to switch off when no heat is required. A competent heating engineer should be asked to do this work. Insist that the thermostat switches off the boiler as well as the pump and that the thermostatic radiator valve is removed from any radiator in the same room as the thermostat. It is best to obtain advice from a qualified heating engineer.,improvement_description,
2050,12,2050,RdSAP,RdSAP-Schema-NI-18.0,15,"The heating system would benefit from a programmer to provide better comfort through automatic control of the system. A modern programmer can provide different time programmes for heating and hot water, allowing different time periods to be set for each; seven-day programmers also allow different heating and/or hot water patterns to be set for weekdays and weekends and holidays. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except for the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2051,12,2051,RdSAP,RdSAP-Schema-NI-18.0,16,"The heating system controls should be improved so that both the temperature and time of heating can be set differently in separate areas of your house; this will reduce the amount of energy used and lower fuel bills. For example, it is possible to have cooler temperatures in the bedrooms than in the living room provided internal doors are kept closed, and to have a longer heating period for the living room. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2052,12,2052,RdSAP,RdSAP-Schema-NI-18.0,17,"The warm air heating system would benefit from the addition of a programmer and room thermostat so that it switches off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Insist that the thermostat switches off the warm air burner as well as the blower. A modern programmer can provide different time programmes for heating and hot water, allowing different time periods to be set for each; seven-day programmers also allow different heating patterns to be set for weekdays and weekends and holidays. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2053,12,2053,RdSAP,RdSAP-Schema-NI-18.0,18,The warm air heating system in this home would benefit from the addition of a room thermostat so that it switches off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Insist that the thermostat switches off the warm air burner as well as the blower. It is best to obtain advice from a qualified heating engineer.,improvement_description,
2054,12,2054,RdSAP,RdSAP-Schema-NI-18.0,19,"A solar water heating panel, usually fixed to the roof, uses the sun to pre-heat the hot water supply. This will significantly reduce the demand on the heating system to provide hot water and hence save fuel and money. The Solar Trade Association has up-to-date information on local installers.",improvement_description,
2055,12,2055,RdSAP,RdSAP-Schema-NI-18.0,20,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat this property. This improvement is most appropriate when the existing central heating boiler needs repair or replacement, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2056,12,2056,RdSAP,RdSAP-Schema-NI-18.0,22,Modern boilers are cleaner burning and more efficient than the boiler in this home and cost less to run. A biomass boiler burns renewable fuel such as wood pellets and therefore is less damaging to the environment. This improvement is most appropriate when the existing heating system needs repair or replacement. Provisions under the Clean Air Act apply to this work. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.,improvement_description,
2057,12,2057,RdSAP,RdSAP-Schema-NI-18.0,23,"A closed-in solid fuel stove (also called a room heater) is about twice as efficient as an open fire. Modern heaters with glass doors are clean, easy to use and provide an attractive source of heating. A biomass boiler burns renewable fuel such as wood pellets and therefore is much less damaging to the environment. This improvement is most appropriate when the existing heating system needs repair or replacement. Provisions under the Clean Air Act apply to this work. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2058,12,2058,RdSAP,RdSAP-Schema-NI-18.0,26,"A modern warm air unit is capable of higher efficiency than older types, meaning it will burn less fuel for heating and (if fitted) the hot water system in your property. This improvement is most appropriate when the existing central heating warm air unit or hot water service needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2059,12,2059,RdSAP,RdSAP-Schema-NI-18.0,27,"Changing the heating to use a mains gas boiler that provides both space and water heating will save money, as mains gas is currently cheaper than the fuel being used at present. A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat the property, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). This improvement is most appropriate when the existing heating system needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options. It is also recommended to change the electricity tariff to standard tariff when off-peak is no longer used.",improvement_description,
2060,12,2060,RdSAP,RdSAP-Schema-NI-18.0,28,"Condensing boilers have a much higher efficiency than other types of heating appliance, meaning they will burn less fuel to heat the property. This option is best taken up when the present warm air unit requires repair or replacement. Building Regulations require replacement oil boilers to be of the condensing type unless there are exceptional circumstances. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2061,12,2061,RdSAP,RdSAP-Schema-NI-18.0,29,"Changing the heating to use a mains gas boiler that provides both space and water heating will save money, as mains gas is currently cheaper than the fuel being used at present. A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat the property, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). This improvement is most appropriate when the existing heating system needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2062,12,2062,RdSAP,RdSAP-Schema-NI-18.0,34,A solar PV system is one which converts light directly into electricity via panels placed on the roof with no waste and no emissions. This electricity is used throughout the home in the same way as the electricity purchased from an energy supplier. The British Photovoltaic Association has up-to-date information on local installers who are qualified electricians. It is best to obtain advice from a qualified electrician. Ask the electrician to explain the options.,improvement_description,
2063,12,2063,RdSAP,RdSAP-Schema-NI-18.0,35,"Replacement of traditional light bulbs with energy saving recommended ones will reduce lighting costs over the lifetime of the bulb, and they last up to 12 times longer than ordinary light bulbs. Also consider selecting low energy light fittings when redecorating; contact the Lighting Association for your nearest stockist of Domestic Energy Efficient Lighting Scheme fittings.",improvement_description,
2064,12,2064,RdSAP,RdSAP-Schema-NI-18.0,36,"A condensing unit is capable of much higher efficiencies than other types, meaning it will burn less fuel to heat this property but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location. Remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). This improvement is most appropriate when the existing central heating unit needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2065,12,2065,RdSAP,RdSAP-Schema-NI-18.0,37,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat the property. It is recommended to install a separate condensing boiler, independent of the range cooker, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2066,12,2066,RdSAP,RdSAP-Schema-NI-18.0,38,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat the property. It is recommended to install a separate condensing boiler, independent of the range cooker, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2067,12,2067,RdSAP,RdSAP-Schema-NI-18.0,39,A biomass stove (also called a room heater) burns renewable fuel such as wood pellets and therefore is less damaging to the environment than the solid fuel room heater in this home. This improvement is most appropriate when the existing heating system needs repair or replacement. Provisions under the Clean Air Act apply to this work. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.,improvement_description,
2068,12,2068,RdSAP,RdSAP-Schema-NI-18.0,40,"A full central heating system using a condensing boiler will provide space and water heating at greater efficiency than gas room heaters, meaning it will burn less fuel to heat this property, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location. Remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2069,12,2069,RdSAP,RdSAP-Schema-NI-18.0,42,"Changing the heating to use a mains gas heating unit will save money, as mains gas is currently cheaper than the fuel being used at present. A condensing unit is capable of much higher efficiencies than other types, meaning it will burn less fuel to heat this property, but there may be exceptional circumstances making this impractical. Condensing units need a drain for the condensate which limits their location. Remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). This improvement is most appropriate when the existing central heating unit needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2070,12,2070,RdSAP,RdSAP-Schema-NI-18.0,44,"A wind turbine provides electricity from wind energy. This electricity is used throughout the home in the same way as the electricity purchased from an energy supplier. The British Wind Energy Association has up-to-date information on suppliers of small-scale wind systems. Wind turbines are not suitable for all properties. The system’s effectiveness depends on local wind speeds and the presence of nearby obstructions, and a site survey should be undertaken by an accredited installer.",improvement_description,
2088,12,2088,RdSAP,RdSAP-Schema-NI-18.0,45,"Insulation of a flat roof or sloping ceiling will significantly reduce heat loss through the roof; this will improve levels of comfort, reduce energy use and lower fuel bills. Where the weatherproof membrane is sound and the roof construction is appropriate, suitable insulation can be placed on top of the roof membrane (inverted roof). Alternatively, where the weatherproof membrane needs to be replaced insulation can be provided under the weatherproof membrane (warm roof). Further information about roof insulation and details of local contractors can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2072,12,2072,RdSAP,RdSAP-Schema-NI-18.0,46,"Insulating roof rooms will significantly reduce heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. If it has a flat ceiling insulation can usually be added above the ceiling, and sloping ceilings and walls of roof rooms can be insulated using an internal lining board. Further information about roof room insulation and details of local contractors can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2073,12,2073,RdSAP,RdSAP-Schema-NI-18.0,48,High performance external doors contain insulation and lose heat at about half the rate of conventional external doors.,improvement_description,
2074,12,2074,RdSAP,RdSAP-Schema-NI-18.0,49,A shower heat recovery system extracts heat from the water in the shower drain and transfers it to incoming cold water. This reduces the amount of energy needed per shower.,improvement_description,
2075,12,2075,RdSAP,RdSAP-Schema-NI-18.0,50,A flue gas heat recovery system extracts heat from the boiler flue gases and transfers it to the incoming cold water so that the boiler needs to supply less heat. It is suitable for use only with a modern condensing gas boiler and should be fitted when a replacement boiler is installed.,improvement_description,
2076,12,2076,RdSAP,RdSAP-Schema-NI-18.0,51,..,improvement_description,
2077,12,2077,RdSAP,RdSAP-Schema-NI-18.0,52,..,improvement_description,
2078,12,2078,RdSAP,RdSAP-Schema-NI-18.0,53,..,improvement_description,
2079,12,2079,RdSAP,RdSAP-Schema-NI-18.0,54,..,improvement_description,
2080,12,2080,RdSAP,RdSAP-Schema-NI-18.0,55,..,improvement_description,
2081,12,2081,RdSAP,RdSAP-Schema-NI-18.0,56,Replacing existing double-glazed units with new high-performance units will improve comfort in the home and reduce energy use.,improvement_description,
2082,12,2082,RdSAP,RdSAP-Schema-NI-18.0,57,"Insulation of a floor will significantly reduce heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. Suspended floors can often be insulated from below. . Further information about floor insulation is available from many sources including www.energysavingtrust.org.uk/northernireland/Insulation/Floor-insulation.",improvement_description,
2083,12,2083,RdSAP,RdSAP-Schema-NI-18.0,58,"Insulation of a floor will significantly reduce heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. Further information about floor insulation is available from many sources including www.energysavingtrust.org.uk/northernireland/Insulation/Floor-insulation.",improvement_description,
2084,12,2084,RdSAP,RdSAP-Schema-NI-18.0,59,"Modern storage heaters have better insulation and are easier to control than the older type in the property. Ask for a quotation for new, high heat retention heaters with automatic charge and output controls. A dual-immersion cylinder, which can be installed at the same time, will provide cheaper hot water than the system currently installed. As installations should be in accordance with the current regulations covering electrical wiring, only a qualified electrician should carry out the installation. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain ",improvement_description,
2085,12,2085,RdSAP,RdSAP-Schema-NI-18.0,60,"Modern storage heaters have better insulation and are easier to control than the older type in the property. Ask for a quotation for new, high heat retention heaters with automatic charge and output controls. As installations should be in accordance with the current regulations covering electrical wiring, only a qualified electrician should carry out the installation. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options which might also include switching to other forms of electric heating.",improvement_description,
2086,12,2086,RdSAP,RdSAP-Schema-NI-18.0,61,"Modern storage heaters are less expensive to run than the direct acting, on-peak heating system in the property. A dual-rate electricity supply is required to provide the off-peak electricity that these heaters use; this is easily obtained by contacting the energy supplier. Ask for a quotation for high heat retention heaters with automatic charge and output controls. A dual-immersion cylinder, which can be installed at the same time, will provide cheaper hot water than the system currently installed. As installations should be in accordance with the national wiring standards, only a qualified electrician should carry out the installation. Ask a qualified electrical heating engineer to explain the options, which might also include switching to other forms of electric heating.",improvement_description,
2087,12,2087,RdSAP,RdSAP-Schema-NI-18.0,62,"Modern storage heaters are less expensive to run than the direct acting, on-peak heating system in the property. A dual-rate electricity supply is required to provide the off-peak electricity that these heaters use; this is easily obtained by contacting the energy supplier. Ask for a quotation for high heat retention heaters with automatic charge and output controls. As installations should be in accordance with the national wiring standards, only a qualified electrician should carry out the installation. It is best to obtain advice from a qualified electrical heating engineer. Ask a qualified electrical heating engineer to explain the options, which might also include switching to other forms of electric heating.",improvement_description,
2089,12,2089,RdSAP,RdSAP-Schema-NI-18.0,63,"Party wall insulation, to fill the gap in the wall separating two or more dwellings walls with an insulating material, reduces heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. The insulation material is pumped into the gap through small holes that are drilled into the party wall, and the holes are made good afterwards. As specialist machinery is used to fill the cavity, a professional installation company should carry out this work, and they should carry out a thorough survey before commencing work to ensure that this type of insulation is suitable for this home. They should also provide a guarantee for the work and handle any building control issues. Further information about cavity wall insulation and details of local installers can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2036,12,2036,RdSAP,RdSAP-Schema-NI-19.0,1,"Installing an 80 mm thick cylinder jacket around the hot water cylinder will help to maintain the water at the required temperature; this will reduce the amount of energy used and lower fuel bills. A cylinder jacket is a layer of insulation that is fitted around the hot water cylinder. The jacket should be fitted over any thermostat clamped to the cylinder. Hot water pipes from the hot water cylinder should also be insulated, using pre-formed pipe insulation of up to 50 mm thickness (or to suit the space available) for as far as they can be accessed to reduce losses in summer. All these materials can be purchased from DIY stores and installed by a competent DIY enthusiast.",improvement_description,
2037,12,2037,RdSAP,RdSAP-Schema-NI-19.0,2,"Increasing the thickness of existing insulation around the hot water cylinder will help to maintain the water at the required temperature; this will reduce the amount of energy used and lower fuel bills. An additional cylinder jacket or other suitable insulation layer can be used. The insulation should be fitted over any thermostat clamped to the cylinder. Hot water pipes from the hot water cylinder should also be insulated, using pre-formed pipe insulation of up to 50 mm thickness (or to suit the space available) for as far as they can be accessed to reduce losses in summer. All these materials can be purchased from DIY stores and installed by a competent DIY enthusiast.",improvement_description,
2038,12,2038,RdSAP,RdSAP-Schema-NI-19.0,3,"Increasing the thickness of existing insulation by adding an 80 mm cylinder jacket around the hot water cylinder will help maintain the water at the required temperature; this will reduce the amount of energy used and lower fuel bills. The jacket should be fitted over the top of the existing foam insulation and over any thermostat clamped to the cylinder. Hot water pipes from the hot water cylinder should also be insulated, using pre-formed pipe insulation of up to 50 mm thickness (or to suit the space available) for as far as they can be accessed to reduce losses in summer. All these materials can be purchased from DIY stores and installed by a competent DIY enthusiast.",improvement_description,
2039,12,2039,RdSAP,RdSAP-Schema-NI-19.0,4,"A hot water cylinder thermostat enables the boiler to switch off when the water in the cylinder reaches the required temperature; this minimises the amount of energy that is used and lowers fuel bills. The thermostat is a temperature sensor that sends a signal to the boiler when the required temperature is reached. To be fully effective it needs to be sited in the correct position and hard wired in place, so it should be installed by a competent plumber or heating engineer.",improvement_description,
2040,12,2040,RdSAP,RdSAP-Schema-NI-19.0,5,"Loft insulation laid in the loft space or between roof rafters to a depth of at least 270 mm will significantly reduce heat loss through the roof; this will improve levels of comfort, reduce energy use and lower fuel bills. Insulation should not be placed below any cold water storage tank; any such tank should also be insulated on its sides and top, and there should be boarding on battens over the insulation to provide safe access between the loft hatch and the cold water tank. The insulation can be installed by professional contractors but also by a capable DIY enthusiast. Loose granules may be used instead of insulation quilt; this form of loft insulation can be blown into place and can be useful where access is difficult. The loft space must have adequate ventilation to prevent dampness; seek advice about this if unsure (particularly if installing insulation between rafters because a vapour control layer and ventilation above the insulation are required). Further information about loft insulation and details of local contractors can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2041,12,2041,RdSAP,RdSAP-Schema-NI-19.0,6,"Cavity wall insulation, to fill the gap between the inner and outer layers of external walls with an insulating material, reduces heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. The insulation material is pumped into the gap through small holes that are drilled into the outer walls, and the holes are made good afterwards. As specialist machinery is used to fill the cavity, a professional installation company should carry out this work, and they should carry out a thorough survey before commencing work to ensure that this type of insulation is suitable for this home. They should also provide a guarantee for the work and handle any building control issues. Further information about cavity wall insulation and details of local installers can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2042,12,2042,RdSAP,RdSAP-Schema-NI-19.0,7,"Solid wall insulation involves adding a layer of insulation to either the inside or the outside surface of the external walls, which reduces heat loss and lowers fuel bills. As it is more expensive than cavity wall insulation it is only recommended for walls without a cavity, or where for technical reasons a cavity cannot be filled. Internal insulation, known as dry-lining, is where a layer of insulation is fixed to the inside surface of external walls; this type of insulation is best applied when rooms require redecorating and can be installed by a competent DIY enthusiast. External solid wall insulation is the application of an insulant and a weather-protective finish to the outside of the wall. This may improve the look of the home, particularly where existing brickwork or rendering is poor, and will provide long-lasting weather protection. Further information can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",improvement_description,
2043,12,2043,RdSAP,RdSAP-Schema-NI-19.0,8,"Double glazing is the term given to a system where two panes of glass are made up into a sealed unit. Replacing existing single-glazed windows with double-glazed windows will improve comfort in the home by reducing draughts and cold spots near windows. Double-glazed windows may also reduce noise, improve security and combat problems with condensation.",improvement_description,
2044,12,2044,RdSAP,RdSAP-Schema-NI-19.0,9,Secondary glazing is the addition of a second pane of glass inside the existing window. Adding secondary glazing will improve comfort in the home by reducing draughts and cold spots near windows. It may also reduce noise and combat problems with condensation. Installation can be carried out by a competent DIY enthusiast.,improvement_description,
2045,12,2045,RdSAP,RdSAP-Schema-NI-19.0,10,"Fitting draught proofing, strips of insulation around windows and doors, will improve the comfort in the home. A contractor can be employed but draught proofing can be installed by a competent DIY enthusiast.",improvement_description,
2046,12,2046,RdSAP,RdSAP-Schema-NI-19.0,11,"The heating system would benefit from a programmer and room thermostat to enable the boiler to switch off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except one – the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2047,12,2047,RdSAP,RdSAP-Schema-NI-19.0,12,"A room thermostat will increase the efficiency of the heating system by enabling the boiler to switch off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except for the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2048,12,2048,RdSAP,RdSAP-Schema-NI-19.0,13,"Thermostatic radiator valves allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves. Thermostatic radiator valves should be fitted to every radiator except the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2049,12,2049,RdSAP,RdSAP-Schema-NI-19.0,14,The heating system should have a room thermostat to enable the boiler to switch off when no heat is required. A competent heating engineer should be asked to do this work. Insist that the thermostat switches off the boiler as well as the pump and that the thermostatic radiator valve is removed from any radiator in the same room as the thermostat. It is best to obtain advice from a qualified heating engineer.,improvement_description,
2050,12,2050,RdSAP,RdSAP-Schema-NI-19.0,15,"The heating system would benefit from a programmer to provide better comfort through automatic control of the system. A modern programmer can provide different time programmes for heating and hot water, allowing different time periods to be set for each; seven-day programmers also allow different heating and/or hot water patterns to be set for weekdays and weekends and holidays. Thermostatic radiator valves should also be installed, to allow the temperature of each room to be controlled to suit individual needs, adding to comfort and reducing heating bills provided internal doors are kept closed. For example, they can be set to be warmer in the living room and bathroom than in the bedrooms. Ask a competent heating engineer to install thermostatic radiator valves and a fully pumped system with the pump and the boiler turned off by the room thermostat. Thermostatic radiator valves should be fitted to every radiator except for the radiator in the same room as the room thermostat. Remember the room thermostat is needed as well as the thermostatic radiator valves, to enable the boiler to switch off when no heat is required. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2051,12,2051,RdSAP,RdSAP-Schema-NI-19.0,16,"The heating system controls should be improved so that both the temperature and time of heating can be set differently in separate areas of your house; this will reduce the amount of energy used and lower fuel bills. For example, it is possible to have cooler temperatures in the bedrooms than in the living room provided internal doors are kept closed, and to have a longer heating period for the living room. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2052,12,2052,RdSAP,RdSAP-Schema-NI-19.0,17,"The warm air heating system would benefit from the addition of a programmer and room thermostat so that it switches off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Insist that the thermostat switches off the warm air burner as well as the blower. A modern programmer can provide different time programmes for heating and hot water, allowing different time periods to be set for each; seven-day programmers also allow different heating patterns to be set for weekdays and weekends and holidays. It is best to obtain advice from a qualified heating engineer.",improvement_description,
2053,12,2053,RdSAP,RdSAP-Schema-NI-19.0,18,The warm air heating system in this home would benefit from the addition of a room thermostat so that it switches off when no heat is required; this will reduce the amount of energy used and lower fuel bills. Insist that the thermostat switches off the warm air burner as well as the blower. It is best to obtain advice from a qualified heating engineer.,improvement_description,
2054,12,2054,RdSAP,RdSAP-Schema-NI-19.0,19,"A solar water heating panel, usually fixed to the roof, uses the sun to pre-heat the hot water supply. This will significantly reduce the demand on the heating system to provide hot water and hence save fuel and money. The Solar Trade Association has up-to-date information on local installers.",improvement_description,
2055,12,2055,RdSAP,RdSAP-Schema-NI-19.0,20,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat this property. This improvement is most appropriate when the existing central heating boiler needs repair or replacement, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2056,12,2056,RdSAP,RdSAP-Schema-NI-19.0,22,Modern boilers are cleaner burning and more efficient than the boiler in this home and cost less to run. A biomass boiler burns renewable fuel such as wood pellets and therefore is less damaging to the environment. This improvement is most appropriate when the existing heating system needs repair or replacement. Provisions under the Clean Air Act apply to this work. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.,improvement_description,
2057,12,2057,RdSAP,RdSAP-Schema-NI-19.0,23,"A closed-in solid fuel stove (also called a room heater) is about twice as efficient as an open fire. Modern heaters with glass doors are clean, easy to use and provide an attractive source of heating. A biomass boiler burns renewable fuel such as wood pellets and therefore is much less damaging to the environment. This improvement is most appropriate when the existing heating system needs repair or replacement. Provisions under the Clean Air Act apply to this work. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2058,12,2058,RdSAP,RdSAP-Schema-NI-19.0,26,"A modern warm air unit is capable of higher efficiency than older types, meaning it will burn less fuel for heating and (if fitted) the hot water system in your property. This improvement is most appropriate when the existing central heating warm air unit or hot water service needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options.",improvement_description,
2059,12,2059,RdSAP,RdSAP-Schema-NI-19.0,27,"Changing the heating to use a mains gas boiler that provides both space and water heating will save money, as mains gas is currently cheaper than the fuel being used at present. A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat the property, but there may be exceptional circumstances making this impractical. Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). This improvement is most appropriate when the existing heating system needs repair or replacement. It is best to obtain advice from a qualified heating engineer. Ask the engineer to explain the options. It is also recommended to change the electricity tariff to standard tariff when off-peak is no longer used.",improvement_description,
